Date,Price ($),Units Sold,Promo,Weekday,Competitor Price ($),Season,Time of Day,Revenue ($)
2023-05-21,51.65,747,No,Sunday,49.2,Spring,Evening,38582.55
2023-05-21,32.97,1194,No,Sunday,38.56,Spring,Evening,39366.18
2023-05-22,27.68,895,No,Monday,15.42,Spring,Evening,24773.6
2023-05-22,33.78,943,No,Monday,33.36,Spring,Morning,31854.54
2023-05-22,41.59,1110,Yes,Monday,50.06,Spring,Night,46164.9
2023-05-22,41.74,859,No,Monday,43.92,Spring,Evening,35854.66
2023-05-22,22.23,892,No,Monday,17.7,Spring,Night,19829.16
2023-05-22,40.74,868,No,Monday,51.09,Spring,Morning,35362.32
2023-05-22,45.54,622,No,Monday,46.22,Spring,Afternoon,28325.88
2023-05-22,26.99,994,No,Monday,21.1,Spring,Evening,26828.06
2023-05-22,33.79,1002,Yes,Monday,36.8,Spring,Afternoon,33857.58
2023-05-22,31.04,1125,No,Monday,30.7,Spring,Afternoon,34920.0
2023-05-22,31.02,1255,No,Monday,40.83,Spring,Afternoon,38930.1
2023-05-22,34.18,1080,No,Monday,26.9,Spring,Afternoon,36914.4
2023-05-22,39.19,548,No,Monday,44.0,Spring,Evening,21476.12
2023-05-22,40.71,671,No,Monday,46.1,Spring,Evening,27316.41
2023-05-22,21.88,1035,No,Monday,17.05,Spring,Afternoon,22645.8
2023-05-22,46.3,732,No,Monday,45.62,Spring,Evening,33891.6
2023-05-22,36.76,953,No,Monday,37.1,Spring,Evening,35032.28
2023-05-23,31.09,719,No,Tuesday,28.52,Spring,Morning,22353.71
2023-05-23,29.64,1103,Yes,Tuesday,27.43,Spring,Afternoon,32692.92
2023-05-23,38.89,571,No,Tuesday,25.02,Spring,Morning,22206.19
2023-05-23,33.51,987,No,Tuesday,29.31,Spring,Afternoon,33074.37
2023-05-23,38.35,911,No,Tuesday,39.27,Spring,Morning,34936.85
2023-05-23,38.26,1139,No,Tuesday,46.56,Spring,Evening,43578.14
2023-05-23,35.21,907,No,Tuesday,24.82,Spring,Morning,31935.47
2023-05-23,24.29,1345,No,Tuesday,30.54,Spring,Evening,32670.05
2023-05-23,39.52,865,No,Tuesday,37.43,Spring,Evening,34184.8
2023-05-23,29.97,1033,Yes,Tuesday,24.61,Spring,Evening,30959.01
2023-05-23,36.95,719,No,Tuesday,36.78,Spring,Morning,26567.05
2023-05-23,37.93,1029,No,Tuesday,43.3,Spring,Afternoon,39029.97
2023-05-23,37.4,1258,Yes,Tuesday,43.89,Spring,Night,47049.2
2023-05-23,40.9,647,No,Tuesday,32.44,Spring,Afternoon,26462.3
2023-05-23,34.7,1397,Yes,Tuesday,30.4,Spring,Afternoon,48475.9
2023-05-23,41.21,947,Yes,Tuesday,42.06,Spring,Morning,39025.87
2023-05-23,39.59,1022,No,Tuesday,46.83,Spring,Morning,40460.98
2023-05-23,36.61,951,No,Tuesday,31.57,Spring,Morning,34816.11
2023-05-23,37.26,795,No,Tuesday,35.6,Spring,Morning,29621.7
2023-05-23,33.88,1191,Yes,Tuesday,35.55,Spring,Evening,40351.08
2023-05-23,27.52,903,No,Tuesday,26.56,Spring,Afternoon,24850.56
2023-05-23,38.02,899,No,Tuesday,36.28,Spring,Evening,34179.98
2023-05-23,35.66,842,Yes,Tuesday,33.2,Spring,Evening,30025.72
2023-05-23,40.43,868,No,Tuesday,43.74,Spring,Night,35093.24
2023-05-23,30.41,1261,Yes,Tuesday,23.48,Spring,Afternoon,38347.01
2023-05-23,35.61,1326,Yes,Tuesday,40.15,Spring,Morning,47218.86
2023-05-23,36.52,671,No,Tuesday,41.98,Spring,Morning,24504.92
2023-05-23,40.72,962,No,Tuesday,39.78,Spring,Afternoon,39172.64
2023-05-23,35.52,1017,No,Tuesday,36.4,Spring,Afternoon,36123.84
2023-05-24,23.09,1210,No,Wednesday,28.87,Spring,Morning,27938.9
2023-05-24,28.82,1000,No,Wednesday,22.91,Spring,Afternoon,28820.0
2023-05-24,45.66,638,No,Wednesday,51.63,Spring,Morning,29131.08
2023-05-24,44.41,1001,No,Wednesday,41.13,Spring,Afternoon,44454.41
2023-05-24,34.67,912,No,Wednesday,32.13,Spring,Morning,31619.04
2023-05-24,40.03,696,No,Wednesday,42.89,Spring,Evening,27860.88
2023-05-24,39.23,696,No,Wednesday,33.46,Spring,Evening,27304.08
2023-05-24,47.8,1011,No,Wednesday,59.45,Spring,Morning,48325.8
2023-05-24,40.39,814,No,Wednesday,41.23,Spring,Evening,32877.46
2023-05-24,30.81,950,No,Wednesday,31.49,Spring,Morning,29269.5
2023-05-24,31.0,1217,Yes,Wednesday,32.0,Spring,Afternoon,37727.0
2023-05-24,41.68,998,No,Wednesday,42.09,Spring,Morning,41596.64
2023-05-24,41.49,864,No,Wednesday,36.41,Spring,Evening,35847.36
2023-05-24,28.8,1367,Yes,Wednesday,31.94,Spring,Afternoon,39369.6
2023-05-24,45.53,743,No,Wednesday,50.57,Spring,Afternoon,33828.79
2023-05-24,30.41,1077,No,Wednesday,35.56,Spring,Morning,32751.57
2023-05-24,42.39,581,No,Wednesday,38.53,Spring,Night,24628.59
2023-05-24,43.23,568,No,Wednesday,45.41,Spring,Morning,24554.64
2023-05-24,42.01,829,Yes,Wednesday,33.82,Spring,Afternoon,34826.29
2023-05-24,25.37,1078,No,Wednesday,32.97,Spring,Night,27348.86
2023-05-24,40.88,855,No,Wednesday,35.83,Spring,Afternoon,34952.4
2023-05-24,31.17,1509,No,Wednesday,27.34,Spring,Afternoon,47035.53
2023-05-24,25.47,1307,No,Wednesday,17.58,Spring,Morning,33289.29
2023-05-24,40.18,1001,No,Wednesday,38.48,Spring,Morning,40220.18
2023-05-24,31.49,1057,No,Wednesday,31.97,Spring,Morning,33284.93
2023-05-24,44.32,980,No,Wednesday,44.49,Spring,Afternoon,43433.6
2023-05-24,28.85,870,No,Wednesday,21.99,Spring,Afternoon,25099.5
2023-05-24,41.55,1004,No,Wednesday,36.75,Spring,Morning,41716.2
2023-05-24,42.68,965,No,Wednesday,45.61,Spring,Evening,41186.2
2023-05-24,37.43,1281,Yes,Wednesday,38.52,Spring,Morning,47947.83
2023-05-24,37.97,570,No,Wednesday,39.51,Spring,Evening,21642.9
2023-05-25,41.05,1157,No,Thursday,41.9,Spring,Evening,47494.85
2023-05-25,35.6,1321,No,Thursday,35.15,Spring,Afternoon,47027.6
2023-05-25,43.01,805,No,Thursday,41.42,Spring,Afternoon,34623.05
2023-05-25,35.6,1049,No,Thursday,33.71,Spring,Afternoon,37344.4
2023-05-25,29.34,1235,No,Thursday,40.17,Spring,Morning,36234.9
2023-05-25,27.56,1240,No,Thursday,30.48,Spring,Night,34174.4
2023-05-25,25.39,1450,No,Thursday,29.51,Spring,Afternoon,36815.5
2023-05-25,32.09,1146,No,Thursday,29.3,Spring,Night,36775.14
2023-05-25,30.03,1090,No,Thursday,30.09,Spring,Morning,32732.7
2023-05-25,35.09,1180,No,Thursday,36.77,Spring,Night,41406.2
2023-05-25,49.26,883,No,Thursday,55.08,Spring,Evening,43496.58
2023-05-25,33.8,779,No,Thursday,36.6,Spring,Morning,26330.2
2023-05-25,43.54,839,No,Thursday,38.69,Spring,Night,36530.06
2023-05-25,29.86,1062,No,Thursday,32.87,Spring,Morning,31711.32
2023-05-25,32.15,1086,No,Thursday,39.41,Spring,Afternoon,34914.9
2023-05-25,36.49,869,No,Thursday,38.7,Spring,Evening,31709.81
2023-05-25,39.3,1319,No,Thursday,41.62,Spring,Evening,51836.7
2023-05-25,28.99,1117,No,Thursday,26.19,Spring,Morning,32381.83
2023-05-25,36.47,846,No,Thursday,36.31,Spring,Morning,30853.62
2023-05-25,30.21,1000,No,Thursday,35.02,Spring,Night,30210.0
2023-05-25,35.06,1420,Yes,Thursday,37.46,Spring,Night,49785.2
2023-05-25,39.04,626,Yes,Thursday,32.29,Spring,Evening,24439.04
2023-05-25,37.59,742,No,Thursday,39.29,Spring,Evening,27891.78
2023-05-25,34.28,852,No,Thursday,37.38,Spring,Evening,29206.56
2023-05-25,30.45,917,No,Thursday,19.05,Spring,Evening,27922.65
2023-05-25,46.58,636,No,Thursday,52.06,Spring,Evening,29624.88
2023-05-25,42.33,1117,Yes,Thursday,52.89,Spring,Evening,47282.61
2023-05-25,28.0,1211,Yes,Thursday,24.94,Spring,Afternoon,33908.0
2023-05-25,36.38,1309,Yes,Thursday,37.61,Spring,Afternoon,47621.42
2023-05-25,45.94,334,No,Thursday,36.04,Spring,Afternoon,15343.96
2023-05-26,34.16,862,No,Friday,30.12,Spring,Afternoon,29445.92
2023-05-26,41.84,810,No,Friday,42.9,Spring,Afternoon,33890.4
2023-05-26,37.48,776,No,Friday,31.77,Spring,Night,29084.48
2023-05-26,46.13,1044,No,Friday,45.26,Spring,Evening,48159.72
2023-05-26,34.26,1038,No,Friday,35.17,Spring,Evening,35561.88
2023-05-26,40.57,807,No,Friday,44.6,Spring,Afternoon,32739.99
2023-05-26,38.85,838,No,Friday,47.87,Spring,Evening,32556.3
2023-05-26,28.21,1129,No,Friday,34.55,Spring,Evening,31849.09
2023-05-26,47.7,558,No,Friday,48.36,Spring,Night,26616.6
2023-05-26,30.93,1559,No,Friday,32.45,Spring,Evening,48219.87
2023-05-26,27.28,1053,No,Friday,27.88,Spring,Evening,28725.84
2023-05-26,43.17,790,No,Friday,41.32,Spring,Evening,34104.3
2023-05-26,31.51,1106,Yes,Friday,37.78,Spring,Morning,34850.06
2023-05-26,43.53,812,No,Friday,39.06,Spring,Evening,35346.36
2023-05-26,37.29,1121,No,Friday,46.47,Spring,Afternoon,41802.09
2023-05-26,44.85,533,No,Friday,40.46,Spring,Evening,23905.05
2023-05-26,29.06,1213,No,Friday,33.11,Spring,Morning,35249.78
2023-05-26,38.8,1066,No,Friday,35.69,Spring,Afternoon,41360.8
2023-05-26,37.99,886,No,Friday,37.94,Spring,Morning,33659.14
2023-05-26,37.65,1107,No,Friday,40.83,Spring,Morning,41678.55
2023-05-26,44.7,657,No,Friday,45.6,Spring,Evening,29367.9
2023-05-26,29.15,947,No,Friday,29.82,Spring,Afternoon,27605.05
2023-05-26,20.69,1280,Yes,Friday,14.79,Spring,Afternoon,26483.2
2023-05-26,44.85,783,No,Friday,43.55,Spring,Evening,35117.55
2023-05-26,39.28,876,No,Friday,41.85,Spring,Morning,34409.28
2023-05-26,31.94,1049,Yes,Friday,32.67,Spring,Evening,33505.06
2023-05-26,28.53,967,No,Friday,33.41,Spring,Evening,27588.51
2023-05-26,33.62,1082,No,Friday,31.99,Spring,Evening,36376.84
2023-05-26,28.83,1184,No,Friday,31.92,Spring,Night,34134.72
2023-05-26,36.06,894,No,Friday,36.23,Spring,Morning,32237.64
2023-05-26,30.69,959,No,Friday,34.85,Spring,Morning,29431.71
2023-05-26,25.72,1059,No,Friday,34.81,Spring,Morning,27237.48
2023-05-26,27.98,963,Yes,Friday,12.79,Spring,Night,26944.74
2023-05-26,30.14,592,No,Friday,29.36,Spring,Afternoon,17842.88
2023-05-26,37.61,847,No,Friday,29.76,Spring,Afternoon,31855.67
2023-05-26,18.71,1100,No,Friday,17.87,Spring,Evening,20581.0
2023-05-26,45.37,920,No,Friday,48.3,Spring,Morning,41740.4
2023-05-26,37.92,1145,Yes,Friday,38.3,Spring,Evening,43418.4
2023-05-27,35.38,1078,Yes,Saturday,28.58,Spring,Evening,38139.64
2023-05-27,31.84,1148,No,Saturday,21.61,Spring,Evening,36552.32
2023-05-27,37.68,893,No,Saturday,34.49,Spring,Morning,33648.24
2023-05-27,38.72,966,No,Saturday,42.03,Spring,Afternoon,37403.52
2023-05-27,27.56,1418,Yes,Saturday,27.39,Spring,Afternoon,39080.08
2023-05-27,39.06,1202,Yes,Saturday,42.93,Spring,Evening,46950.12
2023-05-27,40.74,878,No,Saturday,36.78,Spring,Afternoon,35769.72
2023-05-27,33.13,1412,Yes,Saturday,39.09,Spring,Evening,46779.56
2023-05-27,42.23,849,No,Saturday,42.78,Spring,Evening,35853.27
2023-05-27,33.75,1055,No,Saturday,33.68,Spring,Morning,35606.25
2023-05-27,40.77,1169,No,Saturday,45.25,Spring,Evening,47660.13
2023-05-27,37.48,1123,No,Saturday,30.77,Spring,Morning,42090.04
2023-05-27,36.63,1078,No,Saturday,48.09,Spring,Afternoon,39487.14
2023-05-27,33.29,927,No,Saturday,20.13,Spring,Afternoon,30859.83
2023-05-27,36.34,712,No,Saturday,29.26,Spring,Evening,25874.08
2023-05-27,38.14,1255,No,Saturday,39.57,Spring,Evening,47865.7
2023-05-27,30.59,542,No,Saturday,30.47,Spring,Morning,16579.78
2023-05-27,20.57,1683,No,Saturday,22.49,Spring,Morning,34619.31
2023-05-27,29.48,1104,No,Saturday,33.9,Spring,Night,32545.92
2023-05-27,30.85,787,No,Saturday,25.69,Spring,Evening,24278.95
2023-05-27,40.85,878,No,Saturday,41.3,Spring,Morning,35866.3
2023-05-27,40.36,1223,No,Saturday,49.8,Spring,Night,49360.28
2023-05-27,32.0,940,No,Saturday,35.13,Spring,Evening,30080.0
2023-05-27,29.77,1156,No,Saturday,37.4,Spring,Evening,34414.12
2023-05-27,48.16,1151,Yes,Saturday,52.19,Spring,Afternoon,55432.16
2023-05-27,33.9,1180,No,Saturday,39.78,Spring,Morning,40002.0
2023-05-27,39.29,1527,Yes,Saturday,42.02,Spring,Afternoon,59995.83
2023-05-27,32.69,1125,No,Saturday,36.38,Spring,Morning,36776.25
2023-05-27,32.59,1409,No,Saturday,28.86,Spring,Evening,45919.31
2023-05-27,35.43,847,No,Saturday,35.76,Spring,Morning,30009.21
2023-05-27,42.22,711,No,Saturday,51.36,Spring,Evening,30018.42
2023-05-27,31.65,1009,No,Saturday,25.83,Spring,Morning,31934.85
2023-05-28,44.24,1326,Yes,Sunday,45.88,Spring,Morning,58662.24
2023-05-28,40.65,1368,Yes,Sunday,43.77,Spring,Morning,55609.2
2023-05-28,32.69,1153,No,Sunday,28.75,Spring,Morning,37691.57
2023-05-28,34.28,1116,No,Sunday,34.15,Spring,Afternoon,38256.48
2023-05-28,39.19,1086,Yes,Sunday,39.34,Spring,Evening,42560.34
2023-05-28,32.04,1218,No,Sunday,32.47,Spring,Morning,39024.72
2023-05-28,34.57,1060,No,Sunday,39.48,Spring,Morning,36644.2
2023-05-28,34.01,1408,Yes,Sunday,41.99,Spring,Evening,47886.08
2023-05-28,35.11,1003,No,Sunday,43.05,Spring,Afternoon,35215.33
2023-05-28,29.12,1379,Yes,Sunday,31.62,Spring,Morning,40156.48
2023-05-28,32.57,1597,No,Sunday,34.33,Spring,Afternoon,52014.29
2023-05-28,33.87,815,No,Sunday,33.64,Spring,Evening,27604.05
2023-05-28,29.74,1323,No,Sunday,39.89,Spring,Evening,39346.02
2023-05-28,41.13,1426,Yes,Sunday,40.58,Spring,Afternoon,58651.38
2023-05-28,37.31,965,Yes,Sunday,41.26,Spring,Afternoon,36004.15
2023-05-28,36.58,949,No,Sunday,32.93,Spring,Morning,34714.42
2023-05-28,35.71,1412,No,Sunday,35.86,Spring,Afternoon,50422.52
2023-05-28,32.73,1263,No,Sunday,22.94,Spring,Afternoon,41337.99
2023-05-28,37.15,1377,Yes,Sunday,41.49,Spring,Morning,51155.55
2023-05-28,27.58,968,No,Sunday,27.56,Spring,Afternoon,26697.44
2023-05-28,25.7,1526,Yes,Sunday,21.06,Spring,Night,39218.2
2023-05-28,42.46,1182,Yes,Sunday,36.86,Spring,Afternoon,50187.72
2023-05-28,35.24,1298,No,Sunday,33.75,Spring,Night,45741.52
2023-05-28,36.28,600,No,Sunday,33.68,Spring,Afternoon,21768.0
2023-05-28,33.29,1294,No,Sunday,28.07,Spring,Afternoon,43077.26
2023-05-28,20.91,1319,No,Sunday,20.69,Spring,Afternoon,27580.29
2023-05-28,25.58,1011,No,Sunday,25.16,Spring,Evening,25861.38
2023-05-28,33.5,1020,No,Sunday,31.09,Spring,Night,34170.0
2023-05-28,35.09,635,No,Sunday,30.42,Spring,Night,22282.15
2023-05-28,33.95,1101,No,Sunday,34.05,Spring,Evening,37378.95
2023-05-29,34.34,1042,No,Monday,32.11,Spring,Evening,35782.28
2023-05-29,33.25,770,No,Monday,26.79,Spring,Evening,25602.5
2023-05-29,35.59,921,No,Monday,32.77,Spring,Morning,32778.39
2023-05-29,25.33,981,No,Monday,18.82,Spring,Afternoon,24848.73
2023-05-29,40.05,871,No,Monday,40.28,Spring,Evening,34883.55
2023-05-29,29.91,1435,Yes,Monday,24.34,Spring,Morning,42920.85
2023-05-29,31.67,1334,Yes,Monday,33.89,Spring,Afternoon,42247.78
2023-05-29,28.68,996,No,Monday,32.52,Spring,Afternoon,28565.28
2023-05-29,33.48,1195,No,Monday,30.57,Spring,Evening,40008.6
2023-05-29,38.58,520,No,Monday,36.99,Spring,Evening,20061.6
2023-05-29,32.7,828,No,Monday,36.08,Spring,Night,27075.6
2023-05-29,33.22,1221,No,Monday,32.8,Spring,Evening,40561.62
2023-05-29,39.04,1267,Yes,Monday,44.14,Spring,Morning,49463.68
2023-05-29,41.06,815,Yes,Monday,41.13,Spring,Afternoon,33463.9
2023-05-29,34.43,458,No,Monday,30.9,Spring,Afternoon,15768.94
2023-05-29,38.24,665,No,Monday,35.66,Spring,Afternoon,25429.6
2023-05-29,36.69,1236,No,Monday,37.53,Spring,Evening,45348.84
2023-05-29,36.54,673,No,Monday,24.26,Spring,Morning,24591.42
2023-05-29,28.25,1395,Yes,Monday,39.32,Spring,Night,39408.75
2023-05-29,43.22,1115,No,Monday,42.85,Spring,Morning,48190.3
2023-05-29,40.16,510,No,Monday,30.34,Spring,Afternoon,20481.6
2023-05-29,31.27,1173,No,Monday,38.65,Spring,Afternoon,36679.71
2023-05-29,33.28,1013,No,Monday,35.57,Spring,Evening,33712.64
2023-05-29,29.23,930,No,Monday,28.33,Spring,Evening,27183.9
2023-05-29,28.19,1437,No,Monday,35.83,Spring,Afternoon,40509.03
2023-05-29,30.11,1120,Yes,Monday,31.17,Spring,Morning,33723.2
2023-05-29,39.17,874,No,Monday,31.95,Spring,Afternoon,34234.58
2023-05-29,33.04,1256,Yes,Monday,36.48,Spring,Afternoon,41498.24
2023-05-29,32.11,1014,No,Monday,32.77,Spring,Afternoon,32559.54
2023-05-29,38.0,792,No,Monday,40.88,Spring,Afternoon,30096.0
2023-05-29,41.58,902,No,Monday,38.92,Spring,Afternoon,37505.16
2023-05-29,36.99,1060,Yes,Monday,29.5,Spring,Evening,39209.4
2023-05-29,46.34,562,No,Monday,48.48,Spring,Morning,26043.08
2023-05-29,33.83,551,No,Monday,39.92,Spring,Night,18640.33
2023-05-30,40.3,598,No,Tuesday,46.95,Spring,Morning,24099.4
2023-05-30,34.24,921,No,Tuesday,33.49,Spring,Morning,31535.04
2023-05-30,39.55,889,No,Tuesday,31.03,Spring,Evening,35159.95
2023-05-30,30.09,1190,No,Tuesday,37.03,Spring,Afternoon,35807.1
2023-05-30,34.59,1179,No,Tuesday,34.35,Spring,Evening,40781.61
2023-05-30,49.02,594,No,Tuesday,42.47,Spring,Morning,29117.88
2023-05-30,23.57,1360,Yes,Tuesday,21.23,Spring,Morning,32055.2
2023-05-30,36.46,1142,No,Tuesday,43.25,Spring,Night,41637.32
2023-05-30,33.24,1054,No,Tuesday,33.34,Spring,Evening,35034.96
2023-05-30,28.34,902,No,Tuesday,30.17,Spring,Afternoon,25562.68
2023-05-30,39.79,795,No,Tuesday,38.65,Spring,Evening,31633.05
2023-05-30,27.75,1200,No,Tuesday,29.85,Spring,Afternoon,33300.0
2023-05-30,29.31,1573,Yes,Tuesday,29.5,Spring,Evening,46104.63
2023-05-30,41.21,1156,Yes,Tuesday,39.21,Spring,Evening,47638.76
2023-05-30,40.12,579,No,Tuesday,36.73,Spring,Evening,23229.48
2023-05-30,31.81,1356,Yes,Tuesday,35.36,Spring,Evening,43134.36
2023-05-30,38.92,852,No,Tuesday,36.82,Spring,Morning,33159.84
2023-05-30,41.14,705,No,Tuesday,52.24,Spring,Evening,29003.7
2023-05-30,23.44,1382,No,Tuesday,36.05,Spring,Evening,32394.08
2023-05-30,34.09,975,No,Tuesday,35.53,Spring,Morning,33237.75
2023-05-30,28.31,1045,No,Tuesday,29.72,Spring,Night,29583.95
2023-05-30,29.97,951,No,Tuesday,34.92,Spring,Morning,28501.47
2023-05-30,41.88,840,No,Tuesday,47.82,Spring,Afternoon,35179.2
2023-05-30,36.02,906,Yes,Tuesday,34.26,Spring,Evening,32634.12
2023-05-30,33.49,1045,Yes,Tuesday,28.33,Spring,Night,34997.05
2023-05-30,34.33,411,No,Tuesday,29.87,Spring,Morning,14109.63
2023-05-30,42.34,870,No,Tuesday,46.9,Spring,Afternoon,36835.8
2023-05-30,31.23,911,No,Tuesday,35.25,Spring,Evening,28450.53
2023-05-31,37.25,1177,Yes,Wednesday,45.72,Spring,Morning,43843.25
2023-05-31,35.76,791,Yes,Wednesday,34.5,Spring,Morning,28286.16
2023-05-31,37.6,1381,Yes,Wednesday,36.14,Spring,Afternoon,51925.6
2023-05-31,27.94,1067,No,Wednesday,34.3,Spring,Afternoon,29811.98
2023-05-31,40.4,626,No,Wednesday,42.94,Spring,Evening,25290.4
2023-05-31,35.86,1377,No,Wednesday,47.98,Spring,Afternoon,49379.22
2023-05-31,34.97,1095,No,Wednesday,36.46,Spring,Evening,38292.15
2023-05-31,37.44,1114,Yes,Wednesday,36.7,Spring,Morning,41708.16
2023-05-31,20.67,1307,Yes,Wednesday,18.97,Spring,Afternoon,27015.69
2023-05-31,36.93,561,No,Wednesday,32.66,Spring,Morning,20717.73
2023-05-31,38.83,742,No,Wednesday,45.51,Spring,Morning,28811.86
2023-05-31,32.21,1043,No,Wednesday,29.11,Spring,Night,33595.03
2023-05-31,36.43,745,No,Wednesday,30.67,Spring,Evening,27140.35
2023-05-31,31.45,787,No,Wednesday,25.36,Spring,Afternoon,24751.15
2023-05-31,35.52,915,No,Wednesday,41.19,Spring,Evening,32500.8
2023-05-31,29.08,974,No,Wednesday,24.03,Spring,Afternoon,28323.92
2023-05-31,41.25,1336,Yes,Wednesday,33.65,Spring,Morning,55110.0
2023-05-31,31.29,1130,No,Wednesday,43.07,Spring,Afternoon,35357.7
2023-05-31,38.43,558,No,Wednesday,40.76,Spring,Morning,21443.94
2023-05-31,37.99,1169,No,Wednesday,36.89,Spring,Night,44410.31
2023-05-31,29.19,1009,No,Wednesday,30.32,Spring,Afternoon,29452.71
2023-05-31,47.73,783,No,Wednesday,56.9,Spring,Afternoon,37372.59
2023-05-31,38.51,949,No,Wednesday,41.0,Spring,Afternoon,36545.99
2023-05-31,38.45,978,No,Wednesday,33.62,Spring,Afternoon,37604.1
2023-05-31,35.9,813,No,Wednesday,25.44,Spring,Morning,29186.7
2023-05-31,31.84,566,No,Wednesday,30.88,Spring,Night,18021.44
2023-05-31,30.13,924,No,Wednesday,30.79,Spring,Afternoon,27840.12
2023-05-31,42.21,617,No,Wednesday,42.48,Spring,Evening,26043.57
2023-05-31,40.53,909,No,Wednesday,44.58,Spring,Morning,36841.77
2023-06-01,31.89,1061,No,Thursday,42.01,Summer,Afternoon,33835.29
2023-06-01,38.62,896,No,Thursday,45.08,Summer,Afternoon,34603.52
2023-06-01,35.27,1312,No,Thursday,32.21,Summer,Morning,46274.24
2023-06-01,34.87,1569,Yes,Thursday,37.57,Summer,Evening,54711.03
2023-06-01,41.74,535,No,Thursday,28.07,Summer,Afternoon,22330.9
2023-06-01,38.65,933,No,Thursday,34.57,Summer,Afternoon,36060.45
2023-06-01,39.4,1186,Yes,Thursday,39.77,Summer,Evening,46728.4
2023-06-01,35.44,1258,Yes,Thursday,33.88,Summer,Afternoon,44583.52
2023-06-01,43.24,1558,Yes,Thursday,48.22,Summer,Evening,67367.92
2023-06-01,36.23,758,No,Thursday,32.85,Summer,Afternoon,27462.34
2023-06-01,39.17,421,No,Thursday,42.04,Summer,Morning,16490.57
2023-06-01,30.59,1499,Yes,Thursday,36.74,Summer,Night,45854.41
2023-06-01,38.77,1097,No,Thursday,32.46,Summer,Morning,42530.69
2023-06-01,43.0,755,No,Thursday,49.28,Summer,Afternoon,32465.0
2023-06-01,39.8,432,No,Thursday,35.11,Summer,Afternoon,17193.6
2023-06-01,36.19,1287,Yes,Thursday,39.5,Summer,Morning,46576.53
2023-06-01,41.05,880,No,Thursday,34.24,Summer,Morning,36124.0
2023-06-01,45.99,606,No,Thursday,33.45,Summer,Evening,27869.94
2023-06-01,33.26,808,No,Thursday,37.61,Summer,Evening,26874.08
2023-06-01,37.85,896,No,Thursday,40.5,Summer,Evening,33913.6
2023-06-01,37.61,880,No,Thursday,35.82,Summer,Afternoon,33096.8
2023-06-01,27.02,1043,No,Thursday,29.88,Summer,Afternoon,28181.86
2023-06-01,35.26,1026,No,Thursday,34.25,Summer,Afternoon,36176.76
2023-06-01,34.63,776,No,Thursday,35.73,Summer,Night,26872.88
2023-06-01,33.66,981,No,Thursday,39.18,Summer,Afternoon,33020.46
2023-06-01,41.22,857,No,Thursday,35.73,Summer,Afternoon,35325.54
2023-06-01,29.47,1374,No,Thursday,29.02,Summer,Afternoon,40491.78
2023-06-01,31.18,1066,No,Thursday,32.59,Summer,Evening,33237.88
2023-06-01,42.4,793,No,Thursday,32.86,Summer,Evening,33623.2
2023-06-01,45.81,573,No,Thursday,48.24,Summer,Morning,26249.13
2023-06-01,47.16,693,No,Thursday,49.84,Summer,Morning,32681.88
2023-06-01,36.64,1023,No,Thursday,40.06,Summer,Morning,37482.72
2023-06-01,38.13,1048,No,Thursday,37.48,Summer,Afternoon,39960.24
2023-06-01,41.66,802,No,Thursday,49.2,Summer,Night,33411.32
2023-06-02,36.03,1007,No,Friday,33.97,Summer,Night,36282.21
2023-06-02,30.18,1089,No,Friday,31.57,Summer,Afternoon,32866.02
2023-06-02,30.38,1415,No,Friday,28.07,Summer,Afternoon,42987.7
2023-06-02,39.93,717,No,Friday,42.22,Summer,Evening,28629.81
2023-06-02,42.11,1187,Yes,Friday,38.97,Summer,Morning,49984.57
2023-06-02,45.68,260,No,Friday,44.99,Summer,Night,11876.8
2023-06-02,39.56,1086,Yes,Friday,39.86,Summer,Afternoon,42962.16
2023-06-02,39.46,778,No,Friday,44.34,Summer,Night,30699.88
2023-06-02,40.88,723,No,Friday,36.67,Summer,Night,29556.24
2023-06-02,34.55,846,No,Friday,31.32,Summer,Morning,29229.3
2023-06-02,29.79,1479,No,Friday,35.31,Summer,Morning,44059.41
2023-06-02,31.19,1271,No,Friday,34.62,Summer,Afternoon,39642.49
2023-06-02,39.23,882,No,Friday,42.15,Summer,Night,34600.86
2023-06-02,42.06,834,No,Friday,47.91,Summer,Evening,35078.04
2023-06-02,34.81,1021,No,Friday,35.41,Summer,Afternoon,35541.01
2023-06-02,37.85,806,No,Friday,31.87,Summer,Morning,30507.1
2023-06-02,38.81,1168,No,Friday,31.26,Summer,Morning,45330.08
2023-06-02,42.43,817,No,Friday,42.56,Summer,Morning,34665.31
2023-06-02,46.46,744,No,Friday,50.87,Summer,Evening,34566.24
2023-06-02,38.93,901,No,Friday,40.96,Summer,Morning,35075.93
2023-06-02,28.52,1022,No,Friday,26.18,Summer,Morning,29147.44
2023-06-02,29.09,1323,No,Friday,35.46,Summer,Morning,38486.07
2023-06-02,32.5,1216,Yes,Friday,35.7,Summer,Evening,39520.0
2023-06-02,43.39,774,No,Friday,48.53,Summer,Evening,33583.86
2023-06-02,31.66,882,No,Friday,36.15,Summer,Afternoon,27924.12
2023-06-02,32.92,919,No,Friday,33.55,Summer,Afternoon,30253.48
2023-06-02,37.46,1034,Yes,Friday,31.91,Summer,Morning,38733.64
2023-06-03,37.14,1326,No,Saturday,35.05,Summer,Evening,49247.64
2023-06-03,40.64,1295,No,Saturday,47.03,Summer,Night,52628.8
